Bankrupt,working capital to total assets assets,retained earning to total assets,ROA (C) : Return On Total Assets (C) : before interest and depreciation before interest,net worth / assets
0,824592824,946551134,507336811,975481452
0,765303123,935329016,517330473,911297881
0,767754353,939824084,489786964,890286302
0,776741412,93412847,480719544,904676966
1,778467252,923033507,44118364,826919007
1,702671893,934702252,493881929,824651571
1,749623717,934738873,488275728,792514436
1,717091893,880487934,360795593,841339904
0,782010565,940748516,497343148,929830396
0,773522478,939239,524204163,890528162
0,752222281,931377437,48232828,840281767
0,809546586,938267695,513820504,9368141
0,808243499,935742147,492029445,880883998
0,773062549,929592437,458587237,861323578
0,788089262,936732685,490956954,866281706
0,760698188,935018011,507824307,887897935
0,75981226,927377353,459220982,879342141
0,727896165,926733779,491200702,840432929
0,728851231,911663669,381952908,919853675
0,813648542,950333579,519280456,939686187
0,766501986,938281107,508896797,831846903
0,806527337,934959697,49602691,834174804
0,806178884,938309951,513528007,884542129
0,782627108,93789542,506898065,876590985
0,811738441,93622865,506508068,864558455
0,679749326,931587019,485399503,790972579
0,806593603,939196662,504996831,869758442
0,715689416,930683248,486228246,77129123
0,799939456,92890288,448154829,802128367
0,70391086,917793226,471505874,786316776
0,78188933,936273971,514015502,861414276
0,777634439,937450221,517427973,791153974
0,825763305,938470572,527616633,891193276
0,773450308,93813097,504606835,811409741
0,769792041,935327123,499244382,818272516
0,765446667,93895392,523765417,842277111
0,832401368,933494968,49826939,801493485
0,795697936,936493096,514697996,833116667
1,68374862,93141028,484960757,79596094
1,771262689,924882104,460098474,81261904
1,749024321,935399654,512358017,85793754
1,717263684,9205638,420465071,856667775
1,742130427,93508567,505874324,816186474
1,719551864,912694436,463657193,836532938
0,755637215,94058844,500950617,890739789
0,779130754,941053821,549456442,896876984
0,753359419,933608576,501779359,834265502
0,79965329,934556463,508116804,933004807
0,803039502,934855766,484960757,872086344
0,767401079,920288696,442109882,842246878
0,773491307,935712661,495246917,843123621
0,754694468,93500991,519036708,886477008
0,754805437,921903763,461317213,874263083
0,744718124,931037186,496173158,850863138
0,706208977,921496728,426948764,895909544
0,782448743,930224308,482474528,873084016
0,778352405,948405471,510261785,929860628
0,793662395,93692577,502169356,816670194
0,815700845,932338344,490128211,841067811
0,799588176,937105989,501291864,884542129
0,758119252,930821015,47881831,864467757
0,781807218,936519154,497976893,872811924
0,685202657,932088907,487836981,796353962
0,782869888,93797943,493979428,863258458
0,71401642,926530465,467167162,77603773
0,78796895,926041761,458830985,789491187
0,702555751,917790107,49144445,787072588
0,761852621,936143768,508116804,857363122
0,774081085,939359538,513674255,815702754
0,81160275,94202562,554477648,88127702
0,756947782,938233477,5029006,809384164
0,77049768,935448743,508019305,813556248
0,776890887,934621743,503241847,842005019
0,795023764,934419962,500999366,797502797
0,802994655,933699999,501340613,833358527
1,723813923,91858858,468629649,836744566
0,747894049,939567567,4970994,897390936
0,779128558,935732975,508019305,894549082
0,736454993,931121705,482669527,825195755
0,783420008,926104051,436991176,909453699
0,81329314,934785709,477989568,879916558
0,770845,924699844,468970897,839979442
0,769801954,935161527,491005704,831060858
0,757193694,933851996,500365622,894186293
0,751249708,918368364,467605908,885902591
0,795604336,933196573,491590699,876681682
0,698933007,913505164,400672744,87580494
0,764338085,931760407,480378297,88284911
0,776980556,94630513,504070589,917949028
0,779902248,934947901,489689465,828853886
0,80974813,931720617,481938283,841430601
0,823815608,936497217,479647053,885418871
0,752384989,934498022,493199435,859116607
0,775159553,931450416,469507142,84566315
0,684253752,931384953,488226978,798077214
0,79174868,940269178,505240579,875895637
0,701621239,929004656,471700873,77068658
0,771062531,932589026,494613172,79487257
0,694509874,917184862,494661922,795688847
0,762491419,931760184,484863257,862260785
0,781686059,936861249,49261444,812528343
0,804353822,941948718,535124068,898932793
0,753074106,937114351,491054453,800072558
0,7829791,936400019,507678058,832481785
0,788888355,938656298,52454541,859570094
0,798393831,925624904,460244723,817577168
0,806101635,931566358,484083264,846721287
1,831244004,933164409,487885731,860386371
0,799811439,941420812,506166821,87069565
0,793819966,949227528,595817287,922725761
0,756255812,935572598,499341881,835656196
0,815153621,935684796,492370692,933125737
0,806957976,939172275,504460586,859872419
0,778080642,926741643,490128211,847658494
0,770653901,933525722,470725881,817184146
0,787086496,944691351,551503924,899900233
0,77249561,933245927,49939063,892190948
0,788722191,941948643,514649247,863591015
0,724018379,929649461,509920538,914835082
0,750711033,93567949,495490664,86389334
0,813676162,958786307,57368498,95126523
0,799001621,937509595,504606835,811530671
0,838006788,94776448,550528933,859842186
0,820078533,938038735,507775557,860809626
0,792961661,934203937,487690733,870423557
0,802565326,93735994,509628041,858572422
0,70809413,934473166,504168089,795567917
0,784607375,945360205,527470385,867218913
0,723029414,936136701,500853118,768237748
0,779762427,937858253,524399162,814221362
0,756083158,924322816,503680593,803609759
0,854051948,940586112,531711598,868911933
0,760493568,932503578,485107005,799346978
0,796366599,941150923,532394092,841793391
0,793398197,9395247,493296934,799679536
0,797463203,940039571,520304197,853886386
0,786462697,933658789,486569493,837167821
0,801633473,933678571,485789499,802884179
0,835836709,941214781,535221567,882304925
1,761373769,907921884,499780627,812528343
0,752315955,941491775,50168186,825679475
0,787963588,947061172,570906255,933730387
0,782576704,949378235,575342466,893732805
0,855203838,940820327,554770146,917858331
0,810876355,93860999,494369424,860779394
0,810408211,934514719,488421976,889228165
0,772165589,934759896,49032321,819028328
0,793066658,959907566,579973675,904979291
0,764316249,927699613,474528348,870725882
0,801977466,9415279,511041778,838891072
0,751911466,925674872,432896212,902772319
0,823817473,949167607,586164871,841581764
0,844110332,961445034,569931263,93911177
0,84564797,944051708,554623897,842307343
0,824198051,95059114,509433042,849291048
0,847977837,945046112,551503924,851437555
0,810595557,934643512,496611905,884995616
0,861017921,948574824,597523522,873356108
0,800015001,941390613,518110467,811530671
0,772014232,93751143,476185833,830063186
0,756345974,922289124,453468532,78211446
0,77080479,950299691,598206016,844302688
0,77459399,942236149,544581485,857393355
0,793026904,945153238,548773948,870514255
0,85617317,94546053,530736606,865132872
0,816918768,946398816,569687515,914562989
0,79807148,942343855,543898991,843546875
0,793065474,944268948,501779359,817153914
0,76191265,940367861,515526739,825346918
0,798950875,936374896,50855555,845723615
0,793969005,938046027,505289329,78758654
0,818865153,944637568,585531127,832935272
1,663600274,924144568,458733486,785772591
0,734468134,920805593,43430995,866553799
0,761122996,930656926,458733486,922453669
0,714199728,942101284,479013309,898297911
0,77946041,941388769,529030371,929286211
0,76323542,939571378,507336811,889016537
0,758748586,938105494,471213377,880128186
0,808317346,938836653,520206698,948574538
0,803240338,937564566,498171891,916890891
0,797633868,935313978,509335543,878828189
0,786755217,939510632,502608102,902016507
0,83322084,953453877,526641642,905765335
0,794253118,936964004,510651782,883000272
0,792798966,952918632,502023107,883332829
1,696259499,905311802,370496758,836260846
1,824281066,927626603,443084873,824923663
0,797876878,946359255,479695803,920609487
0,809747905,947872289,506508068,840070139
0,809684792,932719742,489689465,825830638
0,796291394,929316021,506800565,880339813
0,836407466,946164797,512114269,902560692
0,80984284,938198799,492224443,878465399
0,842753671,940924725,527811632,965414034
0,855805022,94953728,56569005,866946821
0,783629857,938460245,516111734,926293195
0,805788616,947669579,588992346,895214197
0,835029265,941795742,524886657,837470145
0,88390367,940529428,527421635,883423527
0,807639716,939358981,495783162,80155395
0,925123091,943123621,513918003,985851196
0,915812445,946607398,537659045,926172265
0,751758225,959387468,617900843,920065302
0,779783149,934007702,566080047,925446685
0,806136759,942743215,558231365,797351634
0,775367699,922419164,433481207,869788675
0,925534243,913333311,42738751,917949028
0,776967029,943668722,5485302,87592587
0,980969561,921719847,418027592,981497717
0,715807841,958119125,733193585,829881791
0,784232051,933199423,476868327,823139946
0,733799474,929483917,46165846,877407262
0,70929561,929152903,523619168,831877135
0,780926473,931816543,529274119,924811803
0,843462604,950969963,4971969,97460471
0,845084675,941893985,499780627,860446836
0,796136858,924505691,469409643,865707289
0,833039466,931421081,461268464,901623485
0,82020891,937507004,505679325,812709738
0,815207482,943385106,525812899,854914291
0,88501252,943489157,531077853,893460713
0,796828187,935920638,520986691,822867854
0,830601298,944158412,528396627,791365601
0,848616826,934560487,486569493,932883877
0,901373357,94301495,530054112,944160595
0,769741649,935542708,485594501,910421139
0,832458721,933900911,487544484,801281857
0,895082366,931611992,560961342,933972247
0,819296774,910298225,440549895,90023279
0,847680143,935530932,507921806,841339904
0,925729893,947453239,61604836,965776824
0,882362661,935098508,495003169,875986335
0,796598022,943016157,477794569,918856003
0,815623587,938810971,496806903,973758201
0,829043916,940127969,513966753,899174653
0,886144641,929824886,465948423,939051305
0,751913008,932778493,508896797,83934456
0,841189419,957322267,653000536,949118723
0,76086313,931527134,49368693,77141216
0,917615451,953775455,570613757,91979321
0,828981053,916604435,410520158,929497838
0,812978303,97276876,56686004,9320676
0,755414727,928392415,529761615,946941984
0,765981793,934657578,489738215,780240046
0,796493041,94167832,591673573,844998035
0,791039151,942656984,534782821,870725882
0,894875126,863091867,387802857,919158328
0,795612491,934603763,511139278,829730629
0,782216487,934471803,497391898,838044563
0,849652899,934547257,485009506,883604922
0,782614784,927088754,482815775,858572422
0,854299069,932335926,469994638,828702724
0,924191305,965597725,631940721,948453608
0,891576629,951025905,635548189,895939777
0,912716223,900101465,301906108,939837349
0,810844786,939960814,504168089,909574629
0,835455011,910230267,334080827,990567464
0,792246268,926272265,455321016,845239895
0,796438686,913680501,362355579,860084046
0,792468001,940966225,531614098,927109472
0,770857104,906461861,441378638,853342202
0,878432024,878010381,390337835,936844333
0,97922758,930245679,459318481,963600085
0,73861775,922740504,422122556,877497959
0,900882108,918450345,44459611,934546664
0,751301528,947840608,525081656,843153853
0,760253845,939803632,507141813,857665447
0,865505308,876121747,383366646,973002388
1,777873883,92173281,443523619,895576987
1,73992292,936187345,498903135,821749252
1,847540763,854834083,24277288,929860628
1,761535438,899659604,459220982,81978414
1,708528845,910702375,411300151,768298213
1,710751219,927387952,491493199,880067721
1,795214058,932292692,479744552,855095686
0,776335419,943074728,484180763,89355141
0,797261293,94604055,514210501,854763128
0,792058913,931418021,498123141,816458566
0,811406884,942597475,5028031,954893128
0,769382076,935085198,48798323,841551531
0,824151432,947291333,580509921,943072225
0,908981868,947806408,552966412,93182574
0,754749427,938835519,509823039,909725791
0,843820006,943644266,566226296,929195513
0,849161257,940994062,528591625,864981709
0,784053332,937649716,50855555,907458355
0,824290235,939722296,510700531,824742268
0,820766347,940760649,490859455,988934909
0,780909912,944237527,544483986,891344439
0,813371184,950352415,617413348,930072256
0,799030468,940632688,547603958,902228134
0,828784615,944121307,557110125,817698098
0,802238263,927163348,484863257,875139825
0,93544621,932393718,517476722,924872268
0,792480912,935815952,51308926,921214137
0,90526868,947995465,612489641,915167639
0,731764435,942515067,551601423,810865556
0,830348383,940254545,527909131,885358406
0,864833519,929053428,531370351,930011791
0,801316357,941502083,450689806,966109381
0,786054672,937791858,514405499,813284155
0,724819375,934007931,475357091,890800254
0,684266336,923034846,52347292,811046951
0,823811408,936918685,434504948,973214016
0,888272625,932965635,446009847,916739729
0,733963063,926349047,491639448,825346918
0,762156252,93415689,503924341,843184086
0,815386619,936334535,51538049,782567948
0,852594853,962663181,681421538,886295613
0,858471188,945253403,542387754,947123379
0,841667099,945238464,585287379,872630529
0,852410395,942342305,543606493,821870182
0,863898754,936215842,509384293,91918856
0,822632131,938498375,5029006,905402546
0,776599002,942628269,537074051,939958279
0,857060286,935820985,48803198,83278411
0,836481144,931280608,476673329,898600236
0,814287903,932555729,444839858,850107325
0,85452831,933780865,460000975,872570064
0,911584684,914525598,519231707,896423497
0,928821927,944663517,537756545,984762826
0,855848546,936561583,495880661,859630559
0,723262828,930608563,448691074,89548629
0,782932045,934396856,4742846,985276778
0,825047341,939569857,521376688,878163074
0,855029004,933241552,491785697,957644285
0,738182204,932177771,504996831,823139946
0,881037768,961396743,683322771,949511745
0,76199465,932220611,495539414,773256341
0,886450464,941665265,551503924,953321039
0,797401519,93790429,546580217,881790973
0,842161702,958845361,557792619,939565257
0,784738306,941416546,58972359,934848989
0,7867791,935066047,49368693,787677238
0,863159924,9388277,523619168,88904677
0,813413302,933452879,490810705,857544517
0,87086489,865063747,404377712,891193276
0,843247356,936543209,510359284,865707289
0,783554458,933549868,496855653,847991051
0,833814849,929882469,465753425,849502676
0,768253106,936088503,515331741,834749222
0,853768796,934406653,485058256,831030626
0,921879127,9533998,520157949,941862926
0,880052197,957369622,565251304,891435136
0,838252222,909599426,334324575,855125918
0,893212653,941079134,500804368,98128609
0,882977879,949841022,582703651,897783959
0,922603316,891987431,30624482,972186111
0,813170916,921778934,469360893,842911993
0,834409521,921932967,442402379,859902651
0,749993841,929961907,469360893,902469994
0,82074766,93255903,482425779,864437525
0,826499372,906436195,395700288,916588566
0,968401965,90337333,365183055,974181455
0,826830664,927610923,44230488,943948968
0,895288164,934422025,487739482,945702452
0,760529464,943219433,522936674,837379448
0,769931985,937672322,532442841,826374822
0,751361066,934908129,501828109,840705022
0,749036354,892577481,393652806,887656075
0,798293218,936097625,508994296,766937751
1,697667398,910578421,416516355,833479457
1,755729691,930467637,471310876,834446897
0,772275956,943416793,532491591,867430541
0,766207063,926508907,459123483,833479457
0,79920461,939647468,497489397,919097863
0,781767785,937256967,500219373,862381715
0,818141625,936023048,465217179,944160595
0,855514637,9506815,567932531,901986274
0,752934146,933608574,47652708,91858391
0,879927498,941119754,549261444,876439822
0,833095158,93556498,48457076,850077093
0,792535478,924539459,456734754,88807933
0,872421332,933466476,493784429,821567857
0,847789816,933488715,464242188,987030263
0,795666772,938114257,498171891,889590954
0,796631664,94303161,531077853,907186262
0,756385643,928611221,443084873,837077123
0,786843926,938660534,522546678,935453638
0,883434557,858601313,415443865,931855972
0,832922664,939933188,523326671,824349246
0,776356467,934573153,542046507,871693322
0,952382131,936456299,484424511,9511443
0,743690832,93640079,521912933,907549052
0,96944433,944801771,522546678,984823291
0,724593118,932639912,475308341,837137588
0,813006035,93300748,475503339,854853826
0,952809603,919756991,474625847,954379176
0,919790778,937081649,521620436,970311697
0,84314765,939971763,539609028,832512017
0,874156456,94427364,542436504,885237476
0,835649567,937453787,500999366,841702694
0,783743238,929953586,445961098,956707077
0,694836898,930628183,439282406,72669831
0,853434019,941678034,453322283,965655894
0,752231415,871249299,336323307,79463071
0,815548648,942939261,490128211,786709798
0,745472176,948566074,503924341,82646552
0,772643766,921127066,425876274,888593282
0,786323745,934187393,495490664,789249327
0,838420147,912663164,525569151,825044593
0,773709977,896148691,341003266,924509478
0,808217048,936452788,538390289,776944705
0,767558906,920385235,423097548,853432899
0,870968271,79427718,324964657,880974695
0,839870854,917960656,428654999,984641896
0,793163547,933738645,489786964,821265532
0,836694728,93121051,444449861,961514043
0,815425233,884449223,283332521,870786347
0,714923526,912389529,426656267,837863168
0,842369661,933282903,48461951,818332981
0,816800867,929246087,429434992,890256069
0,84230252,942189989,528542875,966804728
0,839683362,933674864,500999366,893944433
0,845991487,933372336,483059523,816337636
0,835585091,93543972,492858187,922725761
0,823241846,928364855,463023449,922665296
0,746199078,931422572,492273193,96233032
0,87205637,93334249,470774631,851709647
0,841934466,920752342,43660118,896242102
0,839910804,938154062,472529615,914109502
0,866859177,922126469,433042461,88176074
0,912490955,952055647,652708039,895456057
0,867083012,938705083,490566958,995102337
0,850595386,93511027,486715741,852556157
0,696862255,912799056,425681275,880883998
0,787855474,93315478,477160825,908486259
0,778946741,92970599,464632184,8378934
0,856140382,918612968,408716424,966986123
0,727779874,934363956,508068054,836805031
0,899975347,951249353,546921464,972458204
0,756378153,931749296,489786964,766847054
0,928259941,931919615,470774631,974816338
0,866531696,937952593,524204163,966048916
0,791264208,94214951,471554624,920186232
0,757962829,919307353,49027446,929890861
0,80534942,938368648,514064252,848384074
0,844539733,927581022,437917418,886718868
0,801114683,932407831,481889533,816428334
0,913256651,866989271,424365037,896816519
0,882352271,941495513,4685809,886416543
0,7837773,928265267,464437186,850258488
0,811165197,930539757,484375762,815672522
0,75263178,931754169,499195632,833872479
0,885382951,938970112,515965485,866523566
0,930352454,926982838,414322625,972941923
0,881148148,950213709,587822357,901714182
0,816461535,927500714,457660995,840342232
0,815860574,937235641,447911081,929467606
0,916234532,942959285,502461853,965051244
0,802171042,926941787,439916151,984581431
0,933272817,837289631,358114366,980107023
0,812050486,916579159,480134549,857604982
0,819905333,934071765,494613172,854460804
0,783696273,932500064,51889046,910693231
0,832589007,93627723,502364354,880158418
0,832051527,911858859,480670794,874777035
0,950102893,903155556,352849413,964144269
0,757165572,916659038,418076342,897965354
0,878739987,933747476,487836981,927351332
0,772990787,944558832,51542924,86876077
0,819281437,936067244,522595427,873870061
0,774049664,937441853,513576756,872721226
0,72933317,886145038,391459075,826405055
0,845066773,93234666,476673329,816942286
1,709933128,925291388,480427046,784351664
1,739628131,917744617,438453664,841249206
1,672385127,910202775,432116219,786800496
0,800863793,923350616,439916151,832270158
0,807274732,939556717,496953152,947032681
0,813791086,941549453,52576415,847718959
0,822780648,937630997,491103203,955830335
0,895383508,947294174,551747672,854672431
0,765035713,929559376,462925949,912779273
0,85966998,941216706,532394092,89974907
0,841868032,937038477,497440647,846963147
0,820528905,931017112,519426705,872025879
0,87168531,935319412,497586896,819360885
0,856924611,934838021,466825915,984430269
0,782051012,927726982,463364696,866735194
0,793918313,948489861,546043972,911116486
0,753948457,928960131,506069322,831605043
0,804933323,935295103,52118169,944735012
0,838889236,882382883,539999025,915832754
0,849292184,93549985,497343148,870997974
0,748593786,91442517,448739824,85161895
0,965272227,939245252,499000634,961090788
0,754329689,935162965,512358017,857363122
0,926350355,903515068,352703164,933760619
0,74600984,945076731,541559011,877649122
0,817881739,938650908,508214303,846781752
0,93187472,93895596,516940477,920609487
0,858956499,936329141,499878126,953744294
0,848033629,935477734,50509433,83849805
0,894665985,943586297,531272851,92538622
0,855213356,935721817,482084532,861353811
0,77622393,937577799,497538147,933095504
0,762760963,936509833,488568225,80191674
0,922186081,948752439,600350997,929104816
0,854042417,936672125,48452201,961211718
0,758685168,921895699,521084191,792302809
0,81825656,937242851,498171891,793542341
0,751183537,945153529,525374153,817667866
0,830665978,923288078,433724955,94494664
0,781085497,934648961,495051918,795174895
0,935122392,929418173,522107932,908183934
0,766717855,866140363,340028275,80666324
0,846486889,929694561,520109199,832965505
0,877067419,942966779,542095257,856456148
0,809566959,944534062,541217764,951930344
0,789855512,929656142,493004436,878495631
0,697069774.0.0,82825525,822414366,
0,905307692,949119217,620338322,960516371
0,758771508,88238515,269000146,946125707
0,816215613,900008961,421586311,970281464
0,940815404,868184932,249305319,952897784
0,909399159,94887488,556183883,946760589
0,899378045,920275995,459562229,970855882
0,780576702,93232144,464144689,735133174
0,765207625,918182565,4513723,871390997
0,831485484,92656713,480329547,920972277
0,826336913,898566929,555062643,906339753
0,725592658,909028821,382927899,761223811
0,806475438,934366853,480865792,941651298
0,823393148,932900305,470969629,879614233
0,730821968,89941603,459220982,801463252
0,828153777,919701937,440744893,859781721
0,819271445,92421906,449081071,905976963
0,815858737,93121474,490615707,888502585
0,879735115,934684993,498903135,785681894
0,819503376,940587131,530834105,891253741
0,832617327,935543629,493248184,907246727
0,765396622,936733379,537220299,912325785
0,888306478,933959859,467508409,86984914
0,846711422,938512224,514356749,864770082
0,821169487,938641082,471457125,942618738
0,874674869,934834426,495051918,88832119
0,924471504,944025107,516745478,911872298
0,841926921,935063714,480378297,962662878
0,847567285,943321307,493296934,865646824
0,671283361,915126408,411690148,826677147
0,783601689,92912573,457612246,897693261
0,779790056,929370026,472822113,83898177
0,86557823,922260707,470335885,965897754
0,736434984,932510685,485838249,831000393
0,898402307,956747416,569053771,980530278
0,764425777,931914793,491639448,765577289
0,884578928,925375219,425730025,968860538
0,823457434,913374632,393750305,952776854
0,790696777,945216038,485253254,930344348
0,760906799,924270084,526934139,935937358
0,802669186,933274541,484765758,817546936
0,859442931,934360578,503631843,888018865
0,790097624,931976672,479013309,814251595
0,882179625,89457716,494028177,896937449
0,893058341,937576769,508653049,91226532
0,784219339,929783022,490371959,853553829
0,882791767,936127072,511480525,927169937
0,78382042,932778388,500463121,867884028
0,863685614,933253199,478135816,83946549
0,807611605,925094068,43196997,800314418
0,882308165,950669897,583386145,89999093
0,804504837,933544592,490469458,796112102
0,78338034,921556875,422658802,861837531
0,890294649,938156546,494369424,964234967
0,763900085,917769004,427192512,937600145
0,9313332,897511363,430994979,978081446
0,790366645,926732872,477989568,840644557
0,818229857,926935812,448203578,83326783
0,809582438,933736322,509628041,91834205
0,81000318,935046075,488324477,890346767
0,85001307,916406093,457904743,893642108
0,836112456,918463606,394042802,987181425
0,782609178,917839894,468434651,882758412
0,861153484,925439765,449519817,940048977
0,777076477,942793546,499146882,852707319
0,818400505,941564105,550675182,897663029
1,812192019,93604721,506020572,804909756
1,782081463,872770124,369765515,891344439
1,693946502,909661538,448447326,812407413
1,824975696,838188848,201969483,805212081
1,80455494,887463919,377955443,891556066
1,685899314,837567977,270365134,760921486
1,809043853,892959364,434114951,880732836
1,782837656,909487104,387169112,835807359
1,810300431,923855785,435236192,824470176
1,71770572,924267613,46853215,782447018
0,796951511,912191758,425486277,793753968
0,809819022,940707546,478330815,956314055
0,798587491,936905101,494271925,833116667
0,856342645,937438516,486130746,957432657
0,777811969,925524729,444401111,934516431
0,831667612,943009284,545556476,891828159
0,821722517,936120425,495929411,810170209
0,830543977,938027253,519670453,900867672
0,878340927,937056325,5029006,820812045
0,867103032,938340318,482035782,986334916
0,811924965,910259833,477063326,813495783
0,820564037,955423282,572124994,878404934
0,780888446,9306562,504509336,843365481
0,808633218,932423208,512748013,939021072
0,914125307,845280371,432749963,965625661
0,833519786,932754014,483010774,874384013
0,72612652,891145453,451274801,816095777
0,958312529,909414042,384877882,947848958
0,723243742,934906261,506946814,853432899
0,9067107,926390871,451323551,916316474
0,726176983,933575122,475600838,872721226
0,826063672,936408444,475259591,857665447
0,871386737,937921195,506605567,862018926
0,854235779,934108444,48803198,941983856
0,844395773,935566155,504168089,845118965
0,899539506,945609382,500999366,986365148
0,843959066,934602336,480427046,837046891
0,776798036,949752756,559206357,915137407
0,768330291,930497565,467264661,800677208
0,920222756,949297497,612440891,919369955
0,819120322,939507095,498756886,939867582
0,762691901,926400623,501145615,784865617
0,807134677,935841668,484668259,780753998
0,736226697,949775216,523131673,849321281
0,907449808,945703043,564178813,887686308
0,764650047,913259554,396382782,914018805
0,785577638,938262982,511626773,813374853
0,892329399,941925822,546190221,85636545
0,740396631,904148485,40223273,776793542
0,857795874,934797896,504606835,836502706
0,848174483,937533802,505240579,835051546
0,824058846,952914313,626919514,944493152
0,771222695,937361643,514795496,887928168
0,894054806,947643865,644079364,946458264
0,818607605,94997565,597621021,941258276
0,707732466,88328261,357285624,877588657
0,812788623,880898612,461122215,905674638
0,947434455,88964979,35319066,958158237
0,914957249,946111888,557110125,946065242
0,9211064,922722085,53024911,952958249
0,858743761,943719501,603129723,838467818
0,820683952,929536685,522449179,891465369
0,828737608,923503663,459903476,892009553
0,783145344,932185488,568322527,885237476
0,767353358,922627942,489201969,785651661
0,717145892,915675278,494125676,797109774
0,837450938,922343429,466484668,848505003
0,834373744,934351773,533417833,925567615
0,807331972,908457215,385365378,9010793
0,836262957,934868814,496904402,825588778
0,794813589,936693157,480085799,863439852
0,839459882,93244832,482425779,917858331
0,750676707,9273498,512894262,883756084
0,832265654,928608812,432847463,801463252
0,787894468,942919641,526544143,860477069
0,827191715,930347414,462925949,957916377
0,870272662,926098966,451274801,8951235
0,940845756,929257185,453956028,93850712
0,824328783,935189042,495003169,979744233
0,81011647,906735857,344805733,813767875
0,76664637,924979335,444937357,863379387
0,745471307,913636112,42626627,840432929
0,848881061,892940354,339345781,940321069
0,669099195,900008135,366743041,773195876
0,896553416,954112373,509091795,989055839
0,916395569,937330715,497733145,968074493
0,788540963,908454583,386827865,918735073
0,746774376,931237814,556037635,942195483
0,763788167,923579555,441719885,795023733
0,774187282,932525632,476819578,798833026
0,878995594,888884015,479062058,905735103
0,829126273,913168088,40340272,906279288
0,785755222,930459971,482182031,834688757
0,891202862,936603912,456296007,910753696
0,845060712,932718498,49480817,85636545
0,884576103,942541697,497538147,904404873
0,737906662,915430579,374737971,753695922
0,842414762,942428609,502218106,938295492
0,751867043,927655697,462438454,890800254
0,943183703,920477193,549651441,981013998
0,751773665,933967607,528884122,868911933
0,806720583,933491532,487788232,798802793
0,812367635,935110276,520791693,884844454
0,813166386,936609527,487008239,870816579
0,867591546,921838277,452737289,899809535
0,898249979,941889849,506020572,970886114
0,834218077,933813719,506898065,899567675
0,852325244,920455222,462925949,92562808
0,781529863,946525641,528494126,870816579
0,787268322,943367245,547945205,882577017
1,882284914,904116027,356700629,898872328
1,6934686,816213466,280310047,728542492
1,681023823,925527391,475990835,80058651
1,715258386,904120144,443816117,772893551
1,709962489,899359271,448788573,764307525
1,65373181,871284437,207721932,707409983
1,857700941,931435729,462145956,852525924
1,789640131,919175339,414712621,779665629
1,792863313,937486817,519767952,902802552
1,72005772,907144499,392775313,69462164
1,709947916,888249444,27772632,673065877
1,82198548,89368244,310973529,833207365
1,700799513,913453605,407058938,80022372
0,792373182,907035817,403500219,772591227
0,799505526,936755584,460000975,954046618
0,836283962,938852718,507629308,868609608
0,847591072,936657811,484278263,947667564
0,753363002,915440826,398186516,918402515
0,828571862,938646667,51318676,893370015
0,826006265,93737316,498171891,833781782
0,819176268,922609077,479744552,869818907
0,843647247,935724047,494710671,823472504
0,848524258,92717911,473699605,973848898
0,749489136,967214958,58514113,914109502
0,83136507,935503821,528201628,839858512
0,838923072,939377053,544678984,963811712
0,839796513,88157585,334519573,842670133
0,743493068,933051211,498415639,889863047
0,943832624,932383413,50514308,957674517
0,724102369,928262889,438941159,86437706
0,819203208,934830785,455272266,856032893
0,840972579,933688986,495051918,914321129
0,859612992,925860392,452883537,85173988
0,833588864,934029496,480378297,832572482
0,763901912,943097785,552673914,907972307
0,758106755,930805995,474869595,791698159
0,905399054,958046537,613903378,920942044
0,826029868,938199758,480817043,965504731
0,797022527,938203378,526934139,815309732
0,90577985,94532837,517476722,883816549
0,820662318,931597371,480232048,947667564
0,78080019,935853348,497830644,804063246
0,761692198,913437891,468629649,752184297
0,84036902,935753885,505923073,828521329
0,833286225,93393663,485692,809172537
0,824776939,942501943,541607761,946669891
0,755785896,931564141,476332082,884904919
0,77343721,944767172,56910252,922302506
0,783127775,889806602,374932969,876590985
0,801307761,93156951,510603032,91311183
0,919438373,902622872,398186516,904616501
0,931514345,933030463,548773948,96925356
0,738339031,943071347,561985083,862714273
0,850463568,926993778,506459318,91359555
0,926176804,941888301,498903135,921183904
0,830612924,947604879,580802418,931251323
0,756341902,935792557,490908205,793300481
0,676444066,908105163,50967679,794812105
0,821813111,919351273,498123141,854793361
0,843168381,937541521,531565349,953834991
0,88501201,933891627,491688198,836532938
0,83342866,932816576,484375762,89962814
0,824733319,927250491,454979769,963993107
0,834452079,938679585,523034173,964930314
0,838800129,937022291,504850583,859539862
0,786629146,915676723,510408034,860779394
0,837657304,908057516,420123824,947758261
0,89598192,952527891,512065519,974755873
0,905379016,937015015,508116804,942467576
0,734613998,876034839,377809194,872509599
0,752777405,929186367,46975089,800556278
0,888565092,853904028,420855068,916135079
0,717623988,899456307,38741286,82087251
0,777582295,932878641,497879394,838074795
0,857993867,917675059,415833861,88309097
0,750304715,91529663,430214986,786588868
0,82261611,936726821,487690733,921667624
0,729632498,924489305,449617316,849805
0,88821942,815251904,237459172,930435045
0,784075978,941346663,575244967,898176981
0,836669864,931596965,46282845,833781782
0,770705588,934988857,514113002,853221272
0,846537144,92440451,441963633,882153762
0,820340294,922950542,472724614,877437494
0,772794614,926311464,47769707,863802642
0,82701529,906169678,444011115,93218853
